epoch,month,error
1,8,11.719864
1,2,4.9296484
1,5,9.512832
1,11,7.5531116
1,6,12.436968
1,9,12.141436
1,11,7.292141
1,10,9.875359
1,12,5.738852
1,8,16.614437
1,9,15.38461
1,12,4.1961837
1,1,4.018922
1,8,15.723499
1,9,14.300473
1,10,13.441294
1,12,7.9023595
1,1,4.2701826
1,11,5.31125
1,5,11.057067
1,8,16.808401
1,11,6.013507
1,5,10.060542
1,7,13.904112
1,8,16.095531
1,4,8.707018
1,12,4.8114104
1,5,11.492514
1,11,9.948094
1,7,15.388832
1,1,3.883884
1,7,16.138388
1,11,7.149405
1,12,6.471539
1,1,4.6243467
1,5,9.5952635
1,10,13.450888
1,2,4.6990724
1,6,15.966935
1,10,15.517009
1,8,17.517529
1,6,21.298569
1,11,7.439258
1,10,17.603422
1,11,7.2834997
1,11,13.351698
1,10,15.9278345
1,8,24.677298
1,10,19.030636
1,4,8.295075
1,5,11.970941
1,1,6.895155
1,11,6.2599325
1,10,13.801523
1,4,10.213709
1,5,13.031248
1,10,13.877374
1,7,22.56547
1,6,15.758163
1,4,11.961211
1,5,11.867105
1,9,19.272184
1,10,15.525525
1,10,17.789984
1,9,17.771416
1,11,9.087204
1,1,6.2469373
1,11,9.840048
1,5,11.297394
1,5,15.586126
1,11,10.227655
1,4,9.903316
1,10,16.155792
1,4,8.87665
1,8,20.929768
1,9,18.885326
1,10,14.814477
1,7,20.28328
1,12,8.268511
1,8,22.48237
1,11,1.4226518
1,7,23.174946
1,12,8.738209
1,2,5.7186236
1,7,22.650581
1,5,10.902194
1,10,14.54188
1,11,12.291734
1,6,17.363083
1,9,20.358166
1,11,10.58215
1,11,11.70814
1,11,6.453633
1,7,18.991087
1,10,15.562593
1,4,10.41571
1,2,4.798485
1,7,21.000294
1,11,5.313404
1,8,17.896587
1,6,19.322104
1,5,12.371468
1,7,22.116568
1,11,10.65275
1,5,12.93614
1,6,16.781094
1,8,22.472813
1,9,18.634663
1,5,12.967632
1,8,21.133688
1,12,7.798374
1,2,5.1597686
1,5,12.84742
1,1,3.1933396
1,5,14.541916
1,6,22.711887
1,7,23.034163
1,8,25.273176
1,9,20.92344
1,2,5.617085
1,9,19.382666
1,1,5.127164
1,11,11.043736
