epoch,month,error
1,9,15.270693
1,9,15.272385
1,9,15.207166
1,9,15.155961
1,9,15.225963
1,9,15.276154
1,9,15.270693
1,9,15.272385
1,9,15.207166
1,9,15.155961
1,9,15.225963
1,9,15.276154
1,9,15.270693
1,9,15.272385
1,9,15.207166
1,9,15.155961
1,9,15.225963
1,9,15.276154
1,9,15.270693
1,9,15.272385
1,9,15.207166
1,9,15.155961
1,9,15.225963
1,9,15.276154
1,9,13.574129
1,10,13.260174
1,10,16.78083
1,9,11.963785
1,4,8.988624
1,5,11.771174
1,4,6.7680516
1,4,8.04738
1,11,5.310977
1,5,7.1423655
1,11,7.916335
1,5,12.623815
1,4,11.624513
1,5,11.135479
1,11,6.0878906
1,5,10.2392
1,11,4.040916
1,5,10.691942
1,4,10.073871
1,11,6.7786803
1,11,6.8527145
1,11,5.5113034
1,11,5.557913
1,5,12.84772
1,5,11.521462
1,5,12.6533
1,4,11.793696
1,4,9.815684
1,11,6.3494034
1,4,7.5308704
1,11,7.92232
1,11,6.2595477
1,11,7.208735
1,5,9.572857
1,4,10.212021
1,11,7.142857
1,5,14.192352
1,5,14.854843
1,4,9.424788
1,4,11.994831
1,5,12.94841
1,5,14.665676
1,11,5.752633
1,5,11.3176155
1,5,11.528681
1,11,3.6828945
1,4,5.031787
1,11,5.5790443
1,5,8.57306
1,5,13.695648
1,5,13.789748
1,5,13.813585
1,5,13.721703
1,5,13.725091
1,5,13.766539
1,5,13.695648
1,5,13.789748
1,5,13.813585
1,5,13.721703
1,5,13.725091
1,5,13.766539
1,5,13.695648
1,5,13.789748
1,5,13.813585
1,5,13.721703
1,5,13.725091
1,5,13.766539
1,5,13.695648
1,5,13.789748
1,5,13.813585
1,5,13.721703
1,5,13.725091
1,5,13.766539
1,4,9.632879
1,4,13.617807
1,5,15.195487
1,11,5.292923
1,11,5.178864
1,11,5.258473
1,11,5.2539377
1,11,5.294221
1,11,5.327362
1,11,5.292923
1,11,5.178864
1,11,5.258473
1,11,5.2539377
1,11,5.294221
1,11,5.327362
1,11,5.292923
1,11,5.178864
1,11,5.258473
1,11,5.2539377
1,11,5.294221
1,11,5.327362
1,11,5.292923
1,11,5.178864
1,11,5.258473
1,11,5.2539377
1,11,5.294221
1,11,5.327362
1,11,4.6289873
1,4,10.014679
1,5,9.920163
1,5,11.759869
1,12,1.6941171
1,12,2.2723117
1,12,2.06712
1,1,0.8779452
1,1,2.5369415
1,1,1.3284578
1,2,2.445205
1,2,2.2088618
1,2,0.55824375
1,1,4.065056
1,1,4.801053
1,1,0.4731083
1,1,0.2554928
1,12,1.4958081
1,1,2.460947
1,12,0.93362963
1,1,0.19146538
1,12,0.23597752
1,1,1.2880504
1,1,1.9720628
1,1,0.786227
1,2,2.7765458
1,1,2.8244662
1,2,0.64972377
1,2,1.27108
1,1,1.2018399
1,2,1.2535688
1,9,9.867981
1,11,5.198991
1,9,11.991285
1,9,11.868427
1,9,11.902792
1,9,11.883297
1,9,11.884775
1,9,11.871063
1,9,11.991285
1,9,11.868427
1,9,11.902792
1,9,11.883297
1,9,11.884775
1,9,11.871063
1,9,11.991285
1,9,11.868427
1,9,11.902792
1,9,11.883297
1,9,11.884775
1,9,11.871063
1,9,11.991285
1,9,11.868427
